Stock_Code,Stock_Name,Weight,Shares,ETF
STM US,STMICROELECTRONICS NV-NY SHS,1.65,319900,00990A
ARM US,ARM HOLDINGS PLC-ADR,1.54,52242,00990A
VECO US,VEECO INSTRUMENTS INC,1.37,255500,00990A
COHR US,COHERENT CORP,1.32,49560,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.19,604000,00990A
VSH US,VISHAY INTERTECHNOLOGY INC,1.14,267800,00990A
6997 JP,NIPPON CHEMI-CON CORP,1.11,479600,00990A
WOLF US,WOLFSPEED INC,1.1,320400,00990A
6223,旺矽,1.08,75000,00990A
6274,台燿,1.0,268000,00990A
VICR US,VICOR CORP,0.99,43400,00990A
AIXA GR,AIXTRON SE,0.98,202732,00990A
MKSI US,MKS INC,0.98,37300,00990A
6146 JP,DISCO CORP,0.96,26100,00990A
5347,世界,0.93,2498000,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,0.91,48382,00990A
NOK US,NOKIA CORP-SPON ADR,0.88,901410,00990A
7220 JP,MUSASHI SEIMITSU INDUSTRY CO,0.85,355300,00990A
3443,創意,0.78,69000,00990A
3665,貿聯-KY,0.67,144000,00990A
4958,臻鼎-KY,0.67,468000,00990A
2360,致茂,0.51,103000,00990A
5274,信驊,0.41,10000,00990A
2330,台積電,7.21,1406000,00992A
2383,台光電,6.7,563000,00992A
8996,高力,5.51,1630000,00992A
3017,奇鋐,5.15,1009000,00992A
2345,智邦,5.06,977000,00992A
6223,旺矽,4.45,326000,00992A
3037,欣興,4.32,2097000,00992A
2059,川湖,4.28,293000,00992A
3665,貿聯-KY,4.26,955000,00992A
3008,大立光,4.2,380000,00992A
2454,聯發科,3.79,406000,00992A
2327,國巨*,3.6,1566000,00992A
3443,創意,3.21,311000,00992A
6187,萬潤,3.2,1220000,00992A
6584,南俊國際,2.93,2204000,00992A
6515,穎崴,2.91,145000,00992A
2368,金像電,2.72,945000,00992A
3661,世芯-KY,2.44,262000,00992A
2455,全新,2.44,2753000,00992A
8299,群聯,2.39,445000,00992A
3105,穩懋,2.19,1949000,00992A
3711,日月光投控,2.12,1629000,00992A
3653,健策,1.8,214000,00992A
8021,尖點,1.73,1501000,00992A
2308,台達電,1.57,344000,00992A
7769,鴻勁,1.35,91000,00992A
7751,竑騰,1.18,375000,00992A
3583,辛耘,1.07,566000,00992A
3189,景碩,0.68,440013,00992A
2303,聯電,0.62,2000000,00992A
2337,旺宏,0.48,1343000,00992A
3363,上詮,0.45,300000,00992A
6139,亞翔,0.44,250000,00992A
7734,印能科技,0.43,56000,00992A
6805,富世達,0.41,109000,00992A
5289,宜鼎,0.4,98000,00992A
3260,威剛,0.32,358000,00992A
2360,致茂,0.25,50000,00992A
3264,欣銓,0.04,72000,00992A
3491,昇達科,0.0,1000,00992A
5536,聖暉*,8.73,3754000,00982A
2330,台積電,8.71,1967000,00982A
2454,聯發科,7.0,867000,00982A
6139,亞翔,4.45,2941000,00982A
3105,穩懋,4.02,4143000,00982A
4958,臻鼎-KY,3.71,3147000,00982A
6223,旺矽,3.62,307000,00982A
2345,智邦,3.6,804000,00982A
2360,致茂,3.49,823000,00982A
2383,台光電,3.4,330000,00982A
6669,緯穎,2.79,296000,00982A
3491,昇達科,2.77,967000,00982A
2303,聯電,2.41,9007000,00982A
6488,環球晶,2.34,1146000,00982A
2059,川湖,2.31,183000,00982A
6257,矽格,2.02,4687000,00982A
3264,欣銓,1.98,4628000,00982A
3008,大立光,1.92,201000,00982A
3583,辛耘,1.83,1121000,00982A
3017,奇鋐,1.8,407000,00982A
2472,立隆電,1.75,2370000,00982A
2327,國巨*,1.69,853000,00982A
2467,志聖,1.61,1461000,00982A
1785,光洋科,1.51,5527000,00982A
6274,台燿,1.49,442000,00982A
2377,微星,1.45,5688000,00982A
2316,楠梓電,1.27,3374000,00982A
8016,矽創,1.22,2211000,00982A
7769,鴻勁,1.19,93000,00982A
3711,日月光投控,1.14,1008000,00982A
3702,大聯大,1.12,5420000,00982A
8996,高力,1.1,376000,00982A
6147,頎邦,1.07,2300000,00982A
6531,愛普*,1.04,554000,00982A
6285,啟碁,1.01,2014000,00982A
2368,金像電,0.98,392000,00982A
3036,文曄,0.95,2311000,00982A
6278,台表科,0.83,2201000,00982A
2376,技嘉,0.67,1064000,00982A
6239,力成,0.47,700000,00982A
6805,富世達,0.39,121000,00982A
2351,順德,0.32,900000,00982A
5274,信驊,0.31,9000,00982A
2451,創見,0.3,519000,00982A
2885,元大金,0.26,2114420,00982A
6187,萬潤,0.21,91000,00982A
3376,新日興,0.14,359000,00982A
6177,達麗,0.02,194350,00982A
3443,創意,0.01,1000,00982A
8046,南電,0.0,1000,00982A
4441,振大環球,0.0,4000,00982A
8358,金居,0.0,1000,00982A
1519,華城,0.0,600,00982A
3706,神達,0.0,1400,00982A
2886,兆豐金,0.0,1000,00982A
2881,富邦金,0.0,250,00982A
